barra_codigo,barra_nombre,region
TVITOR________110,BA S/E TAP OFF VITOR [NO_MOSTRAR],Desconocida
T_ALTAMIRANO__110,,Desconocida
T_LA_CISTERNA_110,,Desconocida
T_LO_VALLEDOR_110,,Desconocida
T_L_DOMINICOS_110,BA S/E LOS DOMINICOS 110KV BP2,Desconocida
T_QUEBRADAS___220,BA S/E TRES QUEBRADAS 220KV BP,Desconocida
T_STA_ELENA___110,,Desconocida
T_STA_RAQUEL__110,,Desconocida
T_S_BERNARDO__110,,Desconocida
URIBE_SOLAR___110,,Desconocida
URIBE_________023,BA S/E URIBE 23KV,Desconocida
URIBE_________110,BA S/E URIBE 110KV BP,Desconocida
V.ALEGRE______013,BA S/E VILLA ALEGRE 15KV BP1,Desconocida
V.ALEGRE______066,BA S/E VILLA ALEGRE (FFCC) 66KV,Desconocida
V.PRAT________013,BA S/E VILLA PRAT 13.2KV,Desconocida
V.PRAT________066,BA S/E VILLA PRAT 66KV,Desconocida
VALDIVIA______013,BA S/E VALDIVIA (STS) 23kV BP2-S1,Los Ríos
VALDIVIA______066,BA S/E VALDIVIA (STS) 66KV BP1-S1,Los Ríos
VALDIVIA______220,BA S/E VALDIVIA 220KV BP1,Los Ríos
VALLENAR______013,BA S/E VALLENAR 13.8KV BP1,Atacama
VALLENAR______110,BA S/E VALLENAR 110KV BP1,Atacama
VALLE_ESC_____220,BA S/E VALLE ESCONDIDO 220 KV BP1,Desconocida
VALPARAISO____013,BA S/E VALPARAISO 12kV BP1,Valparaíso
VALPARAISO____110,BA S/E VALPARAISO 110kV BP1,Valparaíso
VENTANAS______110,BA S/E VENTANAS 110KV BP1-1,Desconocida
VENTANAS______220,,Desconocida
VERBENAS______220,BA S/E VERBENAS 220kV BP1 [EN_REVISION],Desconocida
VICTORIA______013,BA S/E VICTORIA 13.2KV BP1,Desconocida
VICTORIA______066,BA S/E VICTORIA 66KV BP1,Desconocida
VICTOR_JARA___220,BA S/E VICTOR JARA 220kV BP1 [EN_REVISION],Desconocida
VICUNA________013,,Desconocida
VICUNA________023,BA S/E VICUÑA 23KV,Desconocida
VICUNA________110,BA S/E VICUÑA 110KV BP1,Desconocida
VILLARES______012,,Desconocida
VILLARES______110,,Desconocida
VILLARRICA____013,BA S/E VILLARRICA 23KV,La Araucanía
VILLARRICA____066,BA S/E VILLARRICA 66KV,La Araucanía
VITACURA______013,BA S/E VITACURA 12.5KV BP1,Desconocida
VITACURA______110,BA S/E VITACURA 110KV BP1,Desconocida
Y.BUENAS______013,BA S/E YERBAS BUENAS 13.2kV BP1,Desconocida
Y.BUENAS______154,BA S/E YERBAS BUENAS 154KV BP1,Desconocida
YARETA________220,BA S/E YARETA 220kV BP1 GIS [EN_REVISION],Desconocida
ZALDIVAR______220,BA S/E ZALDIVAR 220KV BP1,Desconocida
ZONA_CAIDA____066,BA S/E ZONA DE CAIDA 66KV,Desconocida
ZONA_CAIDA____220,BA S/E ZONA DE CAIDA 220KV [NO_MOSTRAR],Desconocida
ZONA_CONCE____220,,Desconocida
